date,closing,adjusted,evolution,quantity,volume
03/12/2021,"114,50","114,50","-0,43",28224,"3233317,3"
06/12/2021,"114,90","114,90","0,35",1258,"143349,7"
07/12/2021,"114,50","114,50","-0,35",30040,3439560
08/12/2021,"114,15","114,15","-0,31",380,43355
09/12/2021,"114,00","114,00","-0,13",6757,"776463,8"
10/12/2021,"116,00","116,00","1,75",6572,"760820,5"
13/12/2021,"116,00","116,00","0,00",605,"70330,5"
14/12/2021,"116,10","116,10","0,09",23760,2755991
15/12/2021,"116,00","116,00","-0,09",84,"9708,1"
16/12/2021,"116,00","116,00","0,00",2350,"272290,5"
17/12/2021,"118,00","118,00","1,72",9634,"1123587,3"
20/12/2021,"115,00","115,00","-2,54",1285,"147663,2"
21/12/2021,"114,25","114,25","-0,65",1724,"197331,55"
22/12/2021,"115,00","115,00","0,66",3524,"402618,65"
23/12/2021,"117,80","117,80","2,43",8896,1015887
24/12/2021,"117,00","117,00","-0,68",5022,"585013,75"
27/12/2021,"117,60","117,60","0,51",670,"78067,85"
28/12/2021,"117,00","117,00","-0,51",1301,151858
29/12/2021,"114,65","114,65","-2,01",568,66262
30/12/2021,"120,00","120,00","4,67",38994,"4669827,85"
31/12/2021,"122,00","122,00","1,67",41752,5091194
03/01/2022,"120,00","120,00","-1,64",775,"93590,7"
04/01/2022,"119,15","119,15","-0,71",592,70735
05/01/2022,"119,30","119,30","0,13",272,"32042,6"
06/01/2022,"120,00","120,00","0,59",77753,"9294815,2"
07/01/2022,"125,00","125,00","4,17",9870,"1219684,4"
10/01/2022,"132,45","132,45","5,96",27773,"3648708,95"
12/01/2022,"136,50","136,50","3,06",9895,"1342360,15"
13/01/2022,"135,85","135,85","-0,48",2291,"311502,3"
14/01/2022,"136,00","136,00","0,11",7225,"982152,75"
17/01/2022,"134,00","134,00","-1,47",1907,"255321,85"
18/01/2022,"135,70","135,70","1,27",2622,"347629,05"
19/01/2022,"134,20","134,20","-1,11",2269,"304100,95"
20/01/2022,"132,00","132,00","-1,64",8541,"1133038,85"
21/01/2022,"135,00","135,00","2,27",5880,"789071,5"
24/01/2022,"132,50","132,50","-1,85",8788,"1164317,4"
25/01/2022,"132,50","132,50","0,00",3045,"400034,35"
26/01/2022,"132,50","132,50","0,00",3302,"429702,25"
27/01/2022,"132,50","132,50","0,00",2773,"367021,6"
28/01/2022,"133,40","133,40","0,68",3215,427515
31/01/2022,"134,00","134,00","0,45",680,"91274,8"
01/02/2022,"132,50","132,50","-1,12",1438,"188676,25"
02/02/2022,"135,00","135,00","1,89",13956,"1879689,4"
03/02/2022,"141,80","141,80","5,04",118127,"16457771,05"
04/02/2022,"140,00","140,00","-1,27",72137,"10110502,75"
07/02/2022,"142,00","142,00","1,43",3252,"460129,65"
08/02/2022,"143,70","143,70","1,20",21920,"3113419,3"
09/02/2022,"139,60","139,60","-2,85",4114,"576589,3"
10/02/2022,"141,00","141,00","1,00",5528,"777426,4"
11/02/2022,"139,60","139,60","-0,99",22435,"3151275,75"
14/02/2022,"137,50","137,50","-1,50",7022,"973390,9"
15/02/2022,"139,95","139,95","1,78",5,"699,75"
16/02/2022,"136,00","136,00","-2,82",78794,"10752266,8"
17/02/2022,"137,00","137,00","0,74",2553,"350747,65"
18/02/2022,"138,00","138,00","0,73",2229,"304253,6"
21/02/2022,"137,00","137,00","-0,72",895,"120929,7"
22/02/2022,"134,85","134,85","-1,57",24293,"3268545,55"
23/02/2022,"134,50","134,50","-0,26",26204,"3524009,5"
24/02/2022,"126,45","126,45","-5,99",78070,"9975846,4"
25/02/2022,"129,00","129,00","2,02",38523,"4955143,6"
28/02/2022,"130,00","130,00","0,78",2040,263150
01/03/2022,"128,00","128,00","-1,54",2430,"310628,65"
02/03/2022,"126,50","126,50","-1,17",698,"88232,15"
03/03/2022,"120,00","120,00","-5,14",85980,"10339409,5"
04/03/2022,"127,00","127,00","5,83",16699,"2038251,35"
07/03/2022,"125,00","125,00","-1,57",24092,"2937406,7"
08/03/2022,"132,00","132,00","5,60",16268,"2124482,35"
09/03/2022,"131,05","131,05","-0,72",3724,"497118,65"
10/03/2022,"127,00","127,00","-3,09",8412,1095030
11/03/2022,"132,00","132,00","3,94",7595,"1004138,6"
14/03/2022,"134,00","134,00","1,52",1025,"137372,5"
15/03/2022,"131,00","131,00","-2,24",2838,"369325,75"
16/03/2022,"128,35","128,35","-2,02",414,53228
17/03/2022,"130,05","130,05","1,32",34265,4440068
18/03/2022,"131,00","131,00","0,73",25933,"3459946,65"
21/03/2022,"132,50","132,50","1,15",6172,"802547,65"
22/03/2022,"131,00","131,00","-1,13",2130,279050
23/03/2022,"125,00","125,00","-4,58",13834,"1753409,2"
24/03/2022,"127,00","127,00","1,60",31454,"3993036,45"
25/03/2022,"129,00","129,00","1,57",15045,1910803
28/03/2022,"127,00","127,00","-1,55",377,47698
29/03/2022,"128,90","128,90","1,50",794,"100014,05"
30/03/2022,"128,00","128,00","-0,70",204,"26119,2"
31/03/2022,"126,15","126,15","-1,45",7919,"998954,25"
01/04/2022,"131,00","131,00","3,84",11074,"1430479,85"
04/04/2022,"129,00","129,00","-1,53",55,"7155,05"
05/04/2022,"131,80","131,80","2,17",316,"41063,6"
06/04/2022,"131,80","131,80","0,00",31,"4085,8"
07/04/2022,"130,00","130,00","-1,37",580,"75295,95"
08/04/2022,"130,00","130,00","0,00",9181,"1190904,45"
11/04/2022,"131,00","131,00","0,77",1013,"132884,5"
12/04/2022,"134,00","134,00","2,29",2991,"394385,6"
13/04/2022,"135,00","135,00","0,75",207,"27915,8"
14/04/2022,"135,00","135,00","0,00",75107,"10138832,7"
15/04/2022,"136,90","136,90","1,41",13072,1764510
18/04/2022,"136,00","136,00","-0,66",560,75652
19/04/2022,"133,55","133,55","-1,80",100,13355
20/04/2022,"133,85","133,85","0,22",12270,"1657966,3"
21/04/2022,"134,00","134,00","0,11",2285,"311321,25"
22/04/2022,"135,00","135,00","0,75",38511,"5198774,8"
25/04/2022,"133,45","133,45","-1,15",20230,2730665
26/04/2022,"136,00","136,00","1,91",15401,"2079209,55"
27/04/2022,"134,05","134,05","-1,43",850,"115092,5"
28/04/2022,"139,95","139,95","4,40",22199,"3097869,45"
29/04/2022,"139,00","139,00","-0,68",57275,"7966869,1"
04/05/2022,"140,00","140,00","0,72",1496,"208567,9"
05/05/2022,"139,60","139,60","-0,29",909,"127617,15"
06/05/2022,"140,75","140,75","0,82",277,38585
09/05/2022,"139,00","139,00","-1,24",195,"27061,6"
10/05/2022,"135,00","135,00","-2,88",3198,"433558,85"
11/05/2022,"135,80","135,80","0,59",887,"117818,05"
12/05/2022,"134,15","134,15","-1,22",114,"15114,9"
13/05/2022,"137,00","137,00","2,12",788,"107078,6"
16/05/2022,"138,00","138,00","0,73",17312,"2377160,75"
17/05/2022,"135,30","135,30","-1,96",280,"37872,45"
18/05/2022,"138,45","138,45","2,33",941,"126250,35"
19/05/2022,"138,45","138,45","0,00",0,0
20/05/2022,"130,50","130,50","-5,74",3794,"495360,5"
23/05/2022,"134,90","134,90","3,37",403,"52891,65"
24/05/2022,"134,00","134,00","-0,67",237,31390
25/05/2022,"136,40","136,40","1,79",347,"46231,05"
26/05/2022,"135,00","135,00","-1,03",254,"34165,7"
27/05/2022,"130,20","130,20","0,31",8434,"1098022,25"
30/05/2022,"129,00","129,00","-0,92",538,"69319,3"
31/05/2022,"129,95","129,95","0,74",5293,"682602,5"
01/06/2022,"128,00","128,00","-1,50",89,"11445,1"
02/06/2022,"127,55","127,55","-0,35",5449,"695910,05"
03/06/2022,"129,00","129,00","1,14",7106,916679
06/06/2022,"129,00","129,00","0,00",20911,2697501
07/06/2022,"129,00","129,00","0,00",10327,"1331698,3"
08/06/2022,"128,95","128,95","-0,04",12035,"1552371,5"
09/06/2022,"127,60","127,60","-1,05",43,"5498,3"
10/06/2022,"128,50","128,50","0,71",64702,"8329964,5"
13/06/2022,"128,20","128,20","-0,23",52092,"6678161,65"
14/06/2022,"125,00","125,00","-2,50",13774,"1724606,6"
15/06/2022,"124,00","124,00","-0,80",8206,1017480
16/06/2022,"125,50","125,50","1,21",31767,"3983281,25"
17/06/2022,"128,00","128,00","1,99",37663,"4740867,8"
20/06/2022,"124,15","124,15","-3,01",747,"92754,9"
21/06/2022,"124,40","124,40","0,20",14474,"1800565,6"
22/06/2022,"124,00","124,00","-0,32",185,"22976,75"
23/06/2022,"119,00","119,00","-4,03",7130,"848913,25"
24/06/2022,"112,00","112,00","-5,88",4820,"540563,55"
27/06/2022,"118,60","118,60","5,89",3075,364686
28/06/2022,"122,00","122,00","2,87",513,"62541,8"
29/06/2022,"120,10","120,10","-1,56",6316,"766331,5"
30/06/2022,"126,50","126,50","5,33",22577,"2855240,5"
01/07/2022,"123,00","123,00","-2,77",5544,"683985,5"
04/07/2022,"119,40","119,40","-2,93",30,3582
05/07/2022,"120,00","120,00","0,50",2170,260745
06/07/2022,"120,00","120,00","0,00",558,66930
07/07/2022,"125,00","125,00","4,17",1579,"194652,7"
08/07/2022,"125,00","125,00","0,00",3166,"396075,85"
12/07/2022,"127,40","127,40","1,92",35,4438
13/07/2022,"127,40","127,40","0,00",0,0
14/07/2022,"127,50","127,50","0,08",350,"44532,15"
15/07/2022,"130,00","130,00","1,96",13563,1728562
18/07/2022,"130,00","130,00","0,00",1554,202026
19/07/2022,"128,00","128,00","-1,54",3429,442943
20/07/2022,"128,00","128,00","0,00",394,50512
21/07/2022,"130,00","130,00","1,56",76,9646
22/07/2022,"129,00","129,00","-0,77",3500,451500
25/07/2022,"129,00","129,00","0,00",59,"7521,4"
26/07/2022,"129,00","129,00","0,00",31,"3999,95"
27/07/2022,"128,95","128,95","-0,04",7,"902,65"
28/07/2022,"128,95","128,95","0,00",0,0
29/07/2022,"130,00","130,00","0,81",1191,154489
01/08/2022,"129,95","129,95","-0,04",47,"5991,6"
02/08/2022,"129,90","129,90","-0,04",73,"9320,65"
03/08/2022,"129,70","129,70","-0,15",39,"4978,65"
04/08/2022,"126,00","126,00","-2,85",107,"13531,1"
05/08/2022,"130,00","130,00","3,17",11563,"1466887,75"
08/08/2022,"130,00","130,00","0,00",6,780
09/08/2022,"129,00","129,00","-0,77",40,"5074,5"
10/08/2022,"130,00","130,00","0,78",71,"9139,7"
11/08/2022,"133,00","133,00","2,31",889,"117765,2"
12/08/2022,"130,00","130,00","-2,26",1688,219546
15/08/2022,"133,50","133,50","2,69",1112,"148147,05"
16/08/2022,"133,00","133,00","-0,37",20,2679
17/08/2022,"130,00","130,00","-2,26",806,104780
18/08/2022,"132,00","132,00","1,54",101,13132
19/08/2022,"131,50","131,50","-0,38",1181,"155096,3"
22/08/2022,"131,50","131,50","0,00",25,3289
23/08/2022,"131,50","131,50","0,00",774,"100873,5"
24/08/2022,"132,00","132,00","0,38",220,"28628,6"
25/08/2022,"128,55","128,55","-2,61",20,"2571,2"
26/08/2022,"132,80","132,80","3,31",4580,"604215,6"
29/08/2022,"129,15","129,15","-2,75",15,"1937,25"
30/08/2022,"131,50","131,50","1,82",600,"78472,5"
31/08/2022,"131,50","131,50","0,00",4928,"645462,9"
01/09/2022,"130,00","130,00","-1,14",281,"36453,35"
02/09/2022,"132,00","132,00","1,54",1082,"141211,6"
05/09/2022,"129,50","129,50","-1,89",95,"12294,9"
06/09/2022,"130,00","130,00","0,39",2002,260260
07/09/2022,"132,00","132,00","1,54",110,14320
08/09/2022,"130,00","130,00","-1,52",1970,256070
09/09/2022,"132,00","132,00","1,54",5896,"772630,4"
12/09/2022,"128,00","128,00","-3,03",3176,"415236,45"
13/09/2022,"130,00","130,00","1,56",918,"118836,3"
14/09/2022,"133,00","133,00","2,31",6142,"810625,1"
15/09/2022,"135,70","135,70","2,03",340,"45894,6"
16/09/2022,"135,00","135,00","-0,52",4295,579821
19/09/2022,"135,50","135,50","0,37",118,15717
20/09/2022,"135,60","135,60","0,07",20,"2710,8"
21/09/2022,"132,00","132,00","-2,65",265,35160
22/09/2022,"132,00","132,00","0,00",5300,"699563,1"
23/09/2022,"135,00","135,00","2,27",7418,"1000570,1"
26/09/2022,"130,50","130,50","-3,33",10,1305
27/09/2022,"134,80","134,80","3,30",57,"7684,8"
28/09/2022,"127,65","127,65","-5,30",17693,"2265107,8"
29/09/2022,"127,00","127,00","-0,51",32745,"4117577,2"
30/09/2022,"127,00","127,00","0,00",21000,"2667195,5"
03/10/2022,"128,00","128,00","0,79",420,52542
04/10/2022,"127,90","127,90","-0,08",9460,1210808
05/10/2022,"127,90","127,90","0,00",10,1279
06/10/2022,"126,00","126,00","-1,49",1040,"131046,6"
07/10/2022,"125,60","125,60","-0,32",1372,"172855,2"
11/10/2022,"125,10","125,10","-0,40",96,"12020,35"
12/10/2022,"125,00","125,00","-0,08",1119,"139945,15"
13/10/2022,"125,25","125,25","0,20",145,"18151,15"
14/10/2022,"128,00","128,00","2,20",8748,"1118712,55"
17/10/2022,"128,00","128,00","0,00",1,128
18/10/2022,"123,00","123,00","-3,91",15,1845
19/10/2022,"121,70","121,70","-1,06",263,"32135,9"
20/10/2022,"117,00","117,00","-3,86",6416,"748260,6"
21/10/2022,"118,00","118,00","0,85",10945,"1288414,3"
24/10/2022,"120,00","120,00","1,69",1182,"136051,5"
25/10/2022,"114,50","114,50","-4,58",486,"57264,75"
26/10/2022,"118,95","118,95","3,89",130,"14938,85"
27/10/2022,"119,65","119,65","0,59",57,"6822,6"
28/10/2022,"119,85","119,85","0,17",5110,"611957,45"
31/10/2022,"116,25","116,25","-3,00",49,"5691,25"
01/11/2022,"119,70","119,70","2,97",260,30840
02/11/2022,"116,00","116,00","-3,09",1837,"213222,9"
03/11/2022,"116,00","116,00","0,00",1141,132365
04/11/2022,"120,00","120,00","3,45",10360,"1241935,25"
07/11/2022,"120,00","120,00","0,00",0,0
08/11/2022,"114,55","114,55","-4,54",20,"2315,5"
09/11/2022,"115,00","115,00","0,39",30,"3455,55"
10/11/2022,"116,90","116,90","1,65",731,"82684,25"
11/11/2022,"119,00","119,00","1,80",2336,"274418,8"
14/11/2022,"119,00","119,00","0,00",22,2546
15/11/2022,"115,60","115,60","-2,86",1692,"201172,1"
16/11/2022,"119,00","119,00","2,94",372,"43987,55"
17/11/2022,"122,50","122,50","2,94",460,55927
21/11/2022,"120,00","120,00","-2,04",12155,"1457233,5"
22/11/2022,"119,95","119,95","-0,04",718,"83514,1"
23/11/2022,"119,95","119,95","0,00",70,"8311,5"
24/11/2022,"119,95","119,95","0,00",224,"26785,9"
25/11/2022,"119,95","119,95","0,00",0,0
28/11/2022,"115,60","115,60","-3,63",27,"3164,2"
29/11/2022,"118,90","118,90","2,85",822,"95007,6"
30/11/2022,"118,95","118,95","0,04",140,"16588,9"
01/12/2022,"119,95","119,95","0,84",525,"62882,85"
