date,closing,adjusted,evolution,quantity,volume
06/04/2020,"979,00","979,00","0,00",1,979
07/04/2020,"985,00","985,00","0,61",1,985
08/04/2020,"990,00","990,00","0,51",1,990
09/04/2020,"990,00","990,00","0,00",1,990
10/04/2020,"990,00","990,00","0,00",1,990
13/04/2020,"990,00","990,00","0,00",1,990
14/04/2020,"990,00","990,00","0,00",1,990
15/04/2020,"990,00","990,00","0,00",1,990
16/04/2020,"994,00","994,00","0,40",1,994
17/04/2020,"994,00","994,00","0,00",1,994
20/04/2020,"994,00","994,00","0,00",1,994
21/04/2020,"998,00","998,00","0,40",1,998
22/04/2020,"998,00","998,00","0,00",1,998
23/04/2020,"959,00","959,00","-3,91",50,47950
24/04/2020,"948,00","948,00","-1,15",5,4740
27/04/2020,"941,00","941,00","-0,74",2,1882
28/04/2020,"940,00","940,00","-0,11",2,1880
29/04/2020,"952,00","952,00","1,28",1,952
30/04/2020,"970,00","970,00","1,89",301,291970
04/05/2020,"979,00","979,00","0,93",1,979
05/05/2020,"989,00","989,00","1,02",1,989
06/05/2020,"999,00","999,00","1,01",1,999
07/05/2020,"1000,00","1000,00","0,10",1,1000
08/05/2020,"1001,00","1001,00","0,10",1,1001
11/05/2020,"1001,00","1001,00","0,00",1,1001
12/05/2020,"1001,00","1001,00","0,00",1,1001
13/05/2020,"1001,00","1001,00","0,00",1,1001
14/05/2020,"1001,00","1001,00","0,00",1,1001
15/05/2020,"1001,00","1001,00","0,00",1,1001
18/05/2020,"1001,00","1001,00","0,00",1,1001
