date,closing,adjusted,evolution,quantity,volume
07/01/2022,"1368,00","1368,00","0,59",30,40240
10/01/2022,"1361,00","1361,00","-0,51",1,1361
12/01/2022,"1350,00","1350,00","-0,81",203,274050
13/01/2022,"1350,00","1350,00","0,00",1,1350
14/01/2022,"1350,00","1350,00","0,00",1,1350
17/01/2022,"1350,00","1350,00","0,00",1,1350
18/01/2022,"1350,00","1350,00","0,00",1,1350
19/01/2022,"1375,00","1375,00","1,85",27,37050
20/01/2022,"1404,00","1404,00","2,11",1,1404
21/01/2022,"1397,00","1397,00","-0,50",1,1397
24/01/2022,"1397,00","1397,00","0,00",1,1397
25/01/2022,"1397,00","1397,00","0,00",1,1397
26/01/2022,"1397,00","1397,00","0,00",1,1397
27/01/2022,"1397,00","1397,00","0,00",1,1397
28/01/2022,"1397,00","1397,00","0,00",1,1397
31/01/2022,"1397,00","1397,00","0,00",1,1397
01/02/2022,"1396,00","1396,00","-0,07",1,1396
02/02/2022,"1395,00","1395,00","-0,07",1,1395
03/02/2022,"1395,00","1395,00","0,00",1,1395
04/02/2022,"1395,00","1395,00","0,00",1,1395
07/02/2022,"1395,00","1395,00","0,00",2,2790
08/02/2022,"1395,00","1395,00","0,00",1,1395
09/02/2022,"1395,00","1395,00","0,00",1,1395
10/02/2022,"1395,00","1395,00","0,00",1,1395
11/02/2022,"1390,00","1390,00","-0,36",7,9730
14/02/2022,"1389,00","1389,00","-0,07",1,1389
15/02/2022,"1389,00","1389,00","0,00",1,1389
16/02/2022,"1389,00","1389,00","0,00",1,1389
17/02/2022,"1389,00","1389,00","0,00",1,1389
18/02/2022,"1389,00","1389,00","0,00",1,1389
21/02/2022,"1389,00","1389,00","0,00",1,1389
22/02/2022,"1389,00","1389,00","0,00",1,1389
23/02/2022,"1389,00","1389,00","0,00",1,1389
24/02/2022,"1389,00","1389,00","0,00",1,1389
25/02/2022,"1389,00","1389,00","0,00",1,1389
28/02/2022,"1389,00","1389,00","0,00",1,1389
